AlerteID,PortefeuilleID,ClientID,DateAlerte,TypeAlerte,Severite,Statut,Description,ValeurMesure,SeuilAlerte,DateResolution
ALT00476,PF00092,CLI0035,2025-02-19,KYC Expiré,Haute,Résolue,Oh importance refuser partout poche expliquer rejeter.,8.08,-13.04,2025-09-10
ALT00477,PF00133,CLI0052,2024-10-01,Concentration Secteur,Modérée,Résolue,Troubler contenter fort coup du mari sauver titre avoir.,4.44,4.99,2026-02-25
ALT00478,PF00096,CLI0088,2025-07-13,Dépassement VaR,Haute,Ignorée,Aimer aller preuve âgé peau champ argent alors eaux nord grâce toujours rester système.,-14.51,-7.33,2025-09-18
ALT00479,PF00042,CLI0056,2025-10-19,Concentration Secteur,Modérée,Résolue,Parent former page tout croix conseil rose appartement content croiser.,28.88,9.36,2026-02-01
ALT00480,PF00049,CLI0072,2026-02-12,Instrument Suspendu,Faible,Ignorée,Coup sol te ensemble milieu autour sommeil soit étoile conversation rayon.,-13.03,-6.05,2026-02-18
ALT00481,PF00140,CLI0037,2025-09-29,KYC Expiré,Critique,En traitement,Paquet plein cher réussir retrouver bruit sept.,-20.77,5.89,2025-06-11
ALT00482,PF00039,CLI0100,2025-02-07,KYC Expiré,Faible,Résolue,Scène succès calmer te plante prier souffrance nature soudain.,-26.37,11.87,2025-08-14
ALT00483,PF00067,CLI0007,2024-08-10,Dépassement VaR,Critique,Ignorée,Approcher effet bataille chemise mieux cercle intéresser droit double reconnaître malgré.,-6.57,13.52,2025-11-10
ALT00484,PF00118,CLI0099,2025-03-29,Instrument Suspendu,Critique,Ouverte,Mon également étudier reste compte pensée selon.,-23.26,0.54,2025-12-07
ALT00485,PF00107,CLI0008,2025-11-19,Concentration Secteur,Haute,Résolue,Voyager impression cruel danser bas vous troubler désespoir seconde chasser entre grâce éteindre.,29.38,13.69,2025-12-19
ALT00486,PF00064,CLI0074,2024-10-06,Limite Exposition Dépassée,Modérée,Ignorée,Demander tout président pareil noir veille plaine quartier problème appartenir sueur vérité pleurer.,13.0,-0.62,2026-03-31
ALT00487,PF00135,CLI0006,2025-11-17,Limite Exposition Dépassée,Critique,Résolue,Parce Que faveur amener lune tu sérieux toujours soleil quinze maison surprendre battre métier.,-21.05,5.87,2026-05-06
ALT00488,PF00128,CLI0048,2024-09-04,Drawdown Excessif,Critique,Ignorée,Beaucoup neuf partir feuille étoile pour leur.,-9.84,-0.06,2025-08-17
ALT00489,PF00128,CLI0074,2025-08-23,Drawdown Excessif,Faible,Ouverte,Absolument second auquel quelque lèvre mur question cour combien pousser.,-20.11,-2.22,2026-03-30
ALT00490,PF00094,CLI0034,2026-04-23,Concentration Secteur,Modérée,En traitement,Jeune nerveux le pourquoi brusquement envie mari.,24.47,-3.64,2025-07-23
ALT00491,PF00072,CLI0034,2024-09-27,KYC Expiré,Haute,Ouverte,Convenir pourquoi regarder phrase saison joindre as.,-26.32,-0.1,2025-05-29
ALT00492,PF00048,CLI0059,2025-10-01,Drawdown Excessif,Critique,Résolue,Intention saisir escalier rose vague terre.,-12.39,5.44,2025-12-12
ALT00493,PF00067,CLI0073,2024-07-10,Limite Exposition Dépassée,Critique,Ouverte,Taille intelligence milieu action condamner genre baisser simple deux.,-12.7,-5.13,2026-04-25
ALT00494,PF00024,CLI0074,2026-05-07,Concentration Secteur,Modérée,Ouverte,Conseil mille beau chambre occasion au chaleur imaginer rien rejoindre rejoindre part.,-8.45,-13.24,2025-12-24
ALT00495,PF00038,CLI0011,2025-03-04,KYC Expiré,Critique,Ouverte,Frère avec mien même sable chat plusieurs.,26.2,-4.85,2026-04-07
ALT00496,PF00146,CLI0091,2025-06-05,Concentration Secteur,Modérée,Ignorée,Regard tracer trouver douceur puis sien si.,4.51,-7.46,2025-08-15
ALT00497,PF00037,CLI0065,2024-12-05,KYC Expiré,Faible,En traitement,Ou corps tempête printemps cesse éclater avant voici queue.,-23.17,10.71,2026-05-03
ALT00498,PF00092,CLI0035,2025-09-14,Instrument Suspendu,Haute,En traitement,Ennemi lit tendre règle sérieux appel bas comme dès d'autres.,23.01,9.03,2025-10-09
ALT00499,PF00045,CLI0083,2025-09-24,Limite Exposition Dépassée,Haute,Ouverte,Tendre manger foule tendre large rayon jour secret.,-15.96,-14.48,2025-06-24
ALT00500,PF00002,CLI0061,2025-04-29,KYC Expiré,Faible,En traitement,Intention te quelque connaissance tourner réalité coûter face instant eau propos juger quartier.,-21.52,1.09,2025-12-13
